study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12449	SAMEA3879587	ERS1066721	ERX1364980	ERR1293408	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293408/ERR1293408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293408/ERR1293408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS38861560ST-27-0-0_14s001724-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS38861560ST-27-0-0_14s001724-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293408	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293408		
PRJEB12449	SAMEA3879588	ERS1066722	ERX1364981	ERR1293409	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293409/ERR1293409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293409/ERR1293409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293409	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293409		
PRJEB12449	SAMEA3879588	ERS1066722	ERX1364982	ERR1293410	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293410/ERR1293410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293410/ERR1293410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293410	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293410		
PRJEB12449	SAMEA3879588	ERS1066722	ERX1364983	ERR1293411	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293411/ERR1293411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293411/ERR1293411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293411	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293411		
PRJEB12449	SAMEA3879588	ERS1066722	ERX1364984	ERR1293412	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293412/ERR1293412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293412/ERR1293412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS97307143ST-27-0-0_14s001720-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293412	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293412		
PRJEB12449	SAMEA3879589	ERS1066723	ERX1364985	ERR1293413	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293413/ERR1293413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293413/ERR1293413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293413	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293413		
PRJEB12449	SAMEA3879589	ERS1066723	ERX1364986	ERR1293414	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293414/ERR1293414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293414/ERR1293414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293414	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293414		
PRJEB12449	SAMEA3879589	ERS1066723	ERX1364987	ERR1293415	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293415/ERR1293415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293415/ERR1293415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293415	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293415		
PRJEB12449	SAMEA3879589	ERS1066723	ERX1364988	ERR1293416	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293416/ERR1293416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293416/ERR1293416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62192467ST-27-0-0_14s001819-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293416	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293416		
PRJEB12449	SAMEA3879590	ERS1066724	ERX1364989	ERR1293417	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293417/ERR1293417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293417/ERR1293417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293417	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293417		
PRJEB12449	SAMEA3879590	ERS1066724	ERX1364990	ERR1293418	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293418/ERR1293418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293418/ERR1293418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293418	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293418		
PRJEB12449	SAMEA3879590	ERS1066724	ERX1364991	ERR1293419	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293419/ERR1293419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293419/ERR1293419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293419	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293419		
PRJEB12449	SAMEA3879590	ERS1066724	ERX1364992	ERR1293420	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293420/ERR1293420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293420/ERR1293420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11664448ST-27-0-0_14s001464-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293420	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293420		
PRJEB12449	SAMEA3879591	ERS1066725	ERX1364993	ERR1293421	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293421/ERR1293421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293421/ERR1293421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293421	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293421		
PRJEB12449	SAMEA3879591	ERS1066725	ERX1364994	ERR1293422	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293422/ERR1293422.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293422/ERR1293422.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293422	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293422		
PRJEB12449	SAMEA3879591	ERS1066725	ERX1364995	ERR1293423	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293423/ERR1293423.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293423/ERR1293423.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293423	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293423		
PRJEB12449	SAMEA3879591	ERS1066725	ERX1364996	ERR1293424	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293424/ERR1293424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293424/ERR1293424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS34569532ST-27-0-0_14s001719-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293424	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293424		
PRJEB12449	SAMEA3879592	ERS1066726	ERX1364997	ERR1293425	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293425/ERR1293425.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293425/ERR1293425.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293425	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293425		
PRJEB12449	SAMEA3879592	ERS1066726	ERX1364998	ERR1293426	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293426/ERR1293426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293426/ERR1293426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293426	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293426		
PRJEB12449	SAMEA3879592	ERS1066726	ERX1364999	ERR1293427	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293427/ERR1293427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293427/ERR1293427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293427	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293427		
PRJEB12449	SAMEA3879592	ERS1066726	ERX1365000	ERR1293428	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293428/ERR1293428.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293428/ERR1293428.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS87723283ST-27-0-0_14s001451-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293428	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293428		
PRJEB12449	SAMEA3879593	ERS1066727	ERX1365001	ERR1293429	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293429/ERR1293429.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293429/ERR1293429.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293429	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293429		
PRJEB12449	SAMEA3879593	ERS1066727	ERX1365002	ERR1293430	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293430/ERR1293430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293430/ERR1293430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293430	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293430		
PRJEB12449	SAMEA3879593	ERS1066727	ERX1365003	ERR1293431	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293431/ERR1293431.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293431/ERR1293431.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293431	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293431		
PRJEB12449	SAMEA3879593	ERS1066727	ERX1365004	ERR1293432	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293432/ERR1293432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293432/ERR1293432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS40913371ST-27-0-0_14s001460-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293432	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293432		
PRJEB12449	SAMEA3879594	ERS1066728	ERX1365005	ERR1293433	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293433/ERR1293433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293433/ERR1293433.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293433	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293433		
PRJEB12449	SAMEA3879594	ERS1066728	ERX1365006	ERR1293434	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293434/ERR1293434.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293434/ERR1293434.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293434	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293434		
PRJEB12449	SAMEA3879594	ERS1066728	ERX1365007	ERR1293435	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293435/ERR1293435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293435/ERR1293435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293435	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293435		
PRJEB12449	SAMEA3879594	ERS1066728	ERX1365008	ERR1293436	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293436/ERR1293436.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293436/ERR1293436.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS12272136ST-27-0-0_14s001706-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293436	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293436		
PRJEB12449	SAMEA3879595	ERS1066729	ERX1365009	ERR1293437	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293437/ERR1293437.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293437/ERR1293437.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293437	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293437		
PRJEB12449	SAMEA3879595	ERS1066729	ERX1365010	ERR1293438	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293438/ERR1293438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293438/ERR1293438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293438	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293438		
PRJEB12449	SAMEA3879595	ERS1066729	ERX1365011	ERR1293439	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293439/ERR1293439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293439/ERR1293439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS11932626ST-27-0-0_13s007862-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293439	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293439		
